pair,source_v_neg,current_neg_a,voltage_neg_v,source_v_pos,current_pos_a,voltage_pos_v,delta_v,delta_i,differential_resistance_ohm,abs_step_ohm
178,-0.03,-2.035468e-06,-0.0298996642,0.03,2.048529e-06,0.0301346237,0.0600342879,4.083997e-06,14699.885406380072,6.254077353285538
179,-0.03,-2.036366e-06,-0.0298991094,0.03,2.047599e-06,0.0301367962,0.060035905599999995,4.0839649999999994e-06,14700.39669781695,0.5112914368783095
180,-0.03,-2.035787e-06,-0.0298989,0.03,2.048355e-06,0.0301367436,0.0600356436,4.084142e-06,14699.695456230464,0.7012415864865034
181,-0.03,-2.035516e-06,-0.0298975322,0.03,2.045336e-06,0.0301347924,0.0600323246,4.080852e-06,14710.733101813054,11.037645582589903
182,-0.03,-2.034184e-06,-0.0299006217,0.03,2.048332e-06,0.0301357201,0.060036341800000004,4.082516e-06,14705.7211288333,5.011972979753409
183,-0.03,-2.036166e-06,-0.0299004973,0.03,2.049601e-06,0.0301363179,0.060036815199999996,4.0857670000000005e-06,14694.135813422545,11.585315410755356
184,-0.03,-2.036633e-06,-0.0298986896,0.03,2.048477e-06,0.0301365666,0.0600352562,4.08511e-06,14696.117411771042,1.9815983484968456
185,-0.03,-2.036315e-06,-0.0299000765,0.03,2.048627e-06,0.0301360884,0.0600361649,4.084942e-06,14696.944265059332,0.8268532882902946
186,-0.03,-2.036652e-06,-0.0299008656,0.03,2.047422e-06,0.0301345198,0.0600353854,4.084073999999999e-06,14699.87698557862,2.9327205192876136
187,-0.03,-2.034647e-06,-0.0299009612,0.03,2.049795e-06,0.0301375136,0.0600384748,4.084442e-06,14699.308938650614,0.5680469280050602
188,-0.03,-2.034845e-06,-0.0299017408,0.03,2.0482e-06,0.0301351032,0.060036844,4.083045e-06,14703.93884955958,4.62991090896503
189,-0.03,-2.035425e-06,-0.029900373,0.03,2.049967e-06,0.0301379679,0.0600383409,4.085392e-06,14695.85804740402,8.080802155558558
190,-0.03,-2.036494e-06,-0.0299002247,0.03,2.048874e-06,0.0301372888,0.0600375135,4.085368000000001e-06,14695.741852386367,0.11619501765380846
191,-0.03,-2.036888e-06,-0.0298999904,0.03,2.049526e-06,0.0301357967,0.0600357871,4.086414e-06,14691.557708054053,4.1841443323137355
192,-0.03,-2.036438e-06,-0.0299012673,0.03,2.049466e-06,0.0301357249,0.0600369922,4.085904e-06,14693.686440014253,2.1287319601997297
193,-0.03,-2.036172e-06,-0.0299003969,0.03,2.048769e-06,0.0301370975,0.0600374944,4.084941e-06,14697.273326591498,3.5868865772445133
194,-0.03,-2.036089e-06,-0.0298990339,0.03,2.0479e-06,0.0301364136,0.0600354475,4.083989e-06,14700.19813961301,2.9248130215128185
195,-0.03,-2.037286e-06,-0.0299002295,0.03,2.049349e-06,0.0301371692,0.0600373987,4.086635e-06,14691.15756606597,9.040573547041276
196,-0.03,-2.035369e-06,-0.0299001769,0.03,2.047706e-06,0.0301360358,0.060036212699999994,4.083075e-06,14703.676199922851,12.518633856881934
197,-0.03,-2.035014e-06,-0.0299005786,0.03,2.04824e-06,0.0301358684,0.06003644700000001,4.0832539999999995e-06,14703.08900695377,0.5871929690802062
198,-0.03,-2.035433e-06,-0.0298982974,0.03,2.050149e-06,0.0301352515,0.0600335489,4.085581999999999e-06,14694.001711384084,9.08729556968683
199,-0.03,-2.034979e-06,-0.0299000382,0.03,2.049527e-06,0.0301348928,0.060034931,4.084506e-06,14698.210995405563,4.209284021479107
200,-0.03,-2.035109e-06,-0.0298988857,0.03,2.04867e-06,0.0301355002,0.0600343859,4.083779e-06,14700.694111997736,2.4831165921732463
201,-0.03,-2.036803e-06,-0.0298995887,0.03,2.048379e-06,0.0301365427,0.0600361314,4.085182e-06,14696.072635197157,4.62147680057933
202,-0.03,-2.036839e-06,-0.0299016308,0.03,2.045548e-06,0.0301357297,0.0600373605,4.082387e-06,14706.435352650298,10.362717453141158
203,-0.03,-2.036358e-06,-0.0299003586,0.03,2.046105e-06,0.0301370975,0.0600374561,4.082463e-06,14706.184991756201,0.25036089409695705
204,-0.03,-2.034363e-06,-0.0299006838,0.03,2.048741e-06,0.0301344958,0.0600351796,4.083104e-06,14703.318749657124,2.8662420990767714
205,-0.03,-2.034883e-06,-0.029901119,0.03,2.046111e-06,0.0301371549,0.0600382739,4.080994e-06,14711.67904191969,8.360292262565054
206,-0.03,-2.035637e-06,-0.0299004782,0.03,2.047004e-06,0.0301381209,0.0600385991,4.082641e-06,14705.82377926445,5.85526265523913
207,-0.03,-2.036361e-06,-0.0299000813,0.03,2.04868e-06,0.030136691,0.0600367723,4.0850409999999995e-06,14696.736776938104,9.08700232634692
208,-0.03,-2.036685e-06,-0.0299000143,0.03,2.048749e-06,0.0301353089,0.060035323200000004,4.0854339999999996e-06,14694.968319155323,1.7684577827803878
209,-0.03,-2.035926e-06,-0.0299018029,0.03,2.047702e-06,0.0301373557,0.0600391586,4.083628e-06,14702.406438588432,7.438119433109023
210,-0.03,-2.037772e-06,-0.029900373,0.03,2.045668e-06,0.0301357775,0.060036150499999996,4.08344e-06,14702.34667339302,0.05976519541218295
211,-0.03,-2.035681e-06,-0.0299018125,0.03,2.045811e-06,0.0301368297,0.0600386422,4.081492e-06,14709.974244712474,7.6275713194536365
212,-0.03,-2.034894e-06,-0.0299000908,0.03,2.046774e-06,0.0301332715,0.060033362300000004,4.081668e-06,14708.046391818247,1.9278528942268167
213,-0.03,-2.034881e-06,-0.0298996078,0.03,2.047388e-06,0.0301341563,0.0600337641,4.082269e-06,14705.97946877092,2.0669230473267817
214,-0.03,-2.034761e-06,-0.0299016642,0.03,2.048538e-06,0.0301334294,0.060035093600000006,4.083299e-06,14702.595523864406,3.3839449065144436
215,-0.03,-2.034833e-06,-0.0299007221,0.03,2.048947e-06,0.0301345724,0.0600352945,4.08378e-06,14700.913002169558,1.6825216948473098
216,-0.03,-2.036729e-06,-0.029900923,0.03,2.047471e-06,0.0301347111,0.0600356341,4.084200000000001e-06,14699.484378825717,1.4286233438415366
217,-0.03,-2.036171e-06,-0.0299027068,0.03,2.047618e-06,0.0301348976,0.0600376044,4.083789e-06,14701.446230449224,1.961851623507755
218,-0.03,-2.036454e-06,-0.0299010186,0.03,2.047223e-06,0.0301349502,0.0600359688,4.083677e-06,14701.448914789295,0.0026843400701181963
219,-0.03,-2.033694e-06,-0.0298999713,0.03,2.047544e-06,0.0301339793,0.0600339506,4.081238e-06,14709.740181778176,8.291266988881034
220,-0.03,-2.035103e-06,-0.0299016164,0.03,2.046548e-06,0.0301359258,0.0600375422,4.0816509999999995e-06,14709.131721452914,0.6084603252620582
221,-0.03,-2.035541e-06,-0.0299016021,0.03,2.046785e-06,0.030135151,0.0600367531,4.082325999999999e-06,14706.506315272227,2.6254061806866957
222,-0.03,-2.035016e-06,-0.0298999856,0.03,2.04765e-06,0.0301345867,0.060034572300000005,4.082666e-06,14704.747412597553,1.7589026746736636
223,-0.03,-2.034919e-06,-0.0298996843,0.03,2.048167e-06,0.030134845,0.0600345293,4.083086e-06,14703.224301422992,1.5231111745615635
224,-0.03,-2.036365e-06,-0.0298993065,0.03,2.046897e-06,0.0301335346,0.0600328411,4.083262e-06,14702.17710742049,1.047194002501783
225,-0.03,-2.035888e-06,-0.029899383,0.03,2.047744e-06,0.0301354475,0.0600348305,4.083632e-06,14701.33217194889,0.8449354715994559
226,-0.03,-2.035655e-06,-0.0299010569,0.03,2.047152e-06,0.0301350602,0.0600361171,4.082807e-06,14704.617950346415,3.285778397525064
227,-0.03,-2.035641e-06,-0.0299005978,0.03,2.047622e-06,0.0301347828,0.0600353806,4.083263e-06,14702.79543590506,1.8225144413554517
228,-0.03,-2.035953e-06,-0.0299013486,0.03,2.046735e-06,0.0301360119,0.0600373605,4.0826879999999996e-06,14705.351106917797,2.5556710127366387
229,-0.03,-2.034822e-06,-0.0298994978,0.03,2.047748e-06,0.03013674,0.0600362378,4.08257e-06,14705.501142662588,0.15003574479123927
230,-0.03,-2.035172e-06,-0.0299001924,0.03,2.048636e-06,0.030135047,0.0600352394,4.083808e-06,14700.798715316685,4.702427345902834
231,-0.03,-2.035789e-06,-0.0299005032,0.03,2.049309e-06,0.0301353148,0.060035818000000005,4.0850980000000004e-06,14696.29810594507,4.500609371614701
232,-0.03,-2.036081e-06,-0.0298996089,0.03,2.044981e-06,0.0301355874,0.060035196299999996,4.081062e-06,14710.679793641948,14.381687696877634
233,-0.03,-2.035879e-06,-0.0298989298,0.03,2.045123e-06,0.0301363191,0.060035248900000004,4.081002e-06,14710.908963043881,0.22916940193317714
234,-0.03,-2.03604e-06,-0.0299006371,0.03,2.047045e-06,0.0301361661,0.0600368032,4.083085e-06,14703.784809770064,7.124153273816773
235,-0.03,-2.035875e-06,-0.0298983799,0.03,2.047552e-06,0.0301351809,0.060033560799999997,4.083426999999999e-06,14701.759282093204,2.0255276768602926
236,-0.03,-2.035829e-06,-0.0299016654,0.03,2.047677e-06,0.0301359174,0.0600375828,4.083506e-06,14702.4597980265,0.7005159332966286
237,-0.03,-2.03721e-06,-0.0298985329,0.03,2.047164e-06,0.0301377012,0.0600362341,4.084374e-06,14699.005061730391,3.4547362961093313
238,-0.03,-2.035986e-06,-0.0298997381,0.03,2.048396e-06,0.0301372373,0.0600369754,4.084382e-06,14699.15776731951,0.15270558911834087
239,-0.03,-2.036949e-06,-0.0299005893,0.03,2.045958e-06,0.0301371608,0.060037750099999995,4.082907e-06,14704.657759777529,5.4999924580188235
240,-0.03,-2.036089e-06,-0.0298989777,0.03,2.045866e-06,0.0301373234,0.060036301099999995,4.081955e-06,14707.732226347422,3.0744665698930476
241,-0.03,-2.036631e-06,-0.0298999963,0.03,2.045705e-06,0.0301366587,0.060036654999999994,4.082336e-06,14706.446260180444,1.2859661669772322
242,-0.03,-2.035072e-06,-0.0299003024,0.03,2.047595e-06,0.0301360896,0.060036391999999994,4.0826670000000005e-06,14705.189524396672,1.2567357837724558
243,-0.03,-2.034354e-06,-0.0299008093,0.03,2.048145e-06,0.0301354726,0.0600362819,4.082499e-06,14705.76769277837,0.5781683816985606
244,-0.03,-2.035095e-06,-0.0298999485,0.03,2.046244e-06,0.0301362522,0.0600362007,4.081338999999999e-06,14709.927477232352,4.159784453981047
245,-0.03,-2.03587e-06,-0.0299016223,0.03,2.048717e-06,0.0301375052,0.0600391275,4.084586999999999e-06,14698.946919235656,10.980557996696007
246,-0.03,-2.034888e-06,-0.0299002546,0.03,2.050183e-06,0.0301375339,0.060037788499999994,4.085071e-06,14696.87760628885,2.0693129468054394
247,-0.03,-2.036261e-06,-0.0299012206,0.03,2.048542e-06,0.0301365965,0.0600378171,4.084803e-06,14697.848855868937,0.9712495800868055
248,-0.03,-2.035981e-06,-0.0299006324,0.03,2.048193e-06,0.0301379978,0.0600386302,4.084174e-06,14700.311544023343,2.462688154406351
249,-0.03,-2.035902e-06,-0.0299008476,0.03,2.047801e-06,0.0301380599,0.0600389075,4.083702999999999e-06,14702.074930522618,1.7633864992749295
