nplc,pairs,elapsed_s,pairs_per_s,raw_mean_ohm,raw_std_ohm,raw_sem_ohm
1.0,2,0.3369011999993745,5.93645852256897,15088.610830493424,0.03255248665737325,0.023018084059913235
