nplc,pairs,software_s,software_mean_ohm,software_std_ohm,software_sem_ohm,buffer_acq_s,buffer_total_raw_s,buffer_total_stats_s,buffer_mean_ohm,buffer_std_ohm,buffer_sem_ohm,speedup_buffer_raw_vs_software,speedup_buffer_acq_vs_software,sem_ratio_buffer_over_software
0.1,60,7.1137165000000095,15379.339614626086,1480.813953950412,191.17225941605008,2.184495400000742,3.588007300000754,2.5051906000007875,15446.249742745516,1733.163217354275,223.75040923574576,1.9826371312005173,3.256457532479855,1.170412537463375
0.3,60,7.380165500000658,15196.591898927143,1206.8824262482108,155.80785125632403,3.555086399999709,4.943370400000276,3.8664739000005284,15303.068500429175,1473.708905094286,190.2550015529245,1.4929420421338941,2.0759454678798415,1.2210873843573549
1.0,60,10.150302900000495,15111.237995838012,11.048060068082105,1.4262984217193724,7.936644899999919,9.263123800000358,8.211923500000012,15135.478787872851,12.83435525066678,1.6569081381714053,1.095775368995943,1.278916094633464,1.1616840577962904
2.0,60,17.10253829999965,14782.097074460997,276.40020207807123,35.683112651224484,15.153613399999813,16.48215429999891,15.428076299999702,15103.717107114666,12.036996493577508,1.553969565266092,1.0376397398488608,1.1286112327505902,0.043549159526944096
3.0,60,35.82768969999961,15169.62862971698,14.728091386545527,1.9013884220503912,31.48658660000001,32.80198509999991,31.754692299999988,15071.34582348233,66.8408929871161,8.629122179491093,1.0922415088835495,1.1378715055762696,4.538326877043748
5.0,60,54.96422660000008,15091.930450868324,32.04830989442999,4.137419016507391,50.82155969999985,52.13763519999975,51.0898416,15135.539715644543,36.28428278198194,4.684280764789886,1.0542140315562365,1.0815139662075393,1.132174610814287
10.0,60,102.83848469999975,15109.757110108394,30.682844125956176,3.961138143803544,,,,,,,,,
