nplc,round,sample_index,sample_wall_time,sample_started_s,sample_ended_s,sample_elapsed_s,differential_resistance_ohm,compliance_hit,negative_source_voltage_v,negative_measured_voltage_v,negative_current_a,negative_resistance_ohm,positive_source_voltage_v,positive_measured_voltage_v,positive_current_a,positive_resistance_ohm
0.01,1,23,2026-05-27T21:43:07.188,16265.6808937,16265.8389663,0.15807259999928647,32779.922758510416,False,-0.03,-0.0296720085,-7.428144e-07,39945.38676148443,0.03,0.0300267016,1.078383e-06,27844.190422141295
0.01,1,24,2026-05-27T21:43:07.346,16265.8390235,16265.9969132,0.1578896999999415,27322.36699103456,False,-0.03,-0.0299752265,-8.899194e-07,33683.08017557545,0.03,0.0300085275,1.305489e-06,22986.426925083244
0.01,1,25,2026-05-27T21:43:07.512,16265.9969689,16266.1627682,0.16579929999898013,29344.163258092456,False,-0.03,-0.0301356341,-1.03298e-06,29173.492323181476,0.03,0.0299690178,1.015286e-06,29517.808578075535
0.01,1,26,2026-05-27T21:43:07.687,16266.1628246,16266.3373976,0.1745730000002368,52614.596585114436,False,-0.03,-0.029642057,-3.053104e-07,97088.26492644862,0.03,0.0303313486,8.345521e-07,36344.4638147816
0.01,1,27,2026-05-27T21:43:07.851,16266.3374527,16266.5019811,0.16452840000056312,30102.163581116307,False,-0.03,-0.0300646416,-7.63917e-07,39355.90070649036,0.03,0.030206994,1.238319e-06,24393.548027608398
0.01,1,28,2026-05-27T21:43:08.002,16266.5020377,16266.6525235,0.15048580000075162,37770.1606730474,False,-0.03,-0.0298035409,-6.586466e-07,45249.66939782275,0.03,0.0302500401,9.313276e-07,32480.55796907554
0.01,1,29,2026-05-27T21:43:08.161,16266.6525797,16266.8114608,0.15888110000014422,25763.843789624567,False,-0.03,-0.0297691077,-1.268533e-06,23467.349844268927,0.03,0.0300491787,1.053259e-06,28529.714628595626
0.01,1,30,2026-05-27T21:43:08.316,16266.8115131,16266.9671895,0.15567639999972016,33428.47254998348,False,-0.03,-0.029745706,-1.121147e-06,26531.494977911014,0.03,0.0302869234,6.747062e-07,44889.054524769446
0.03,1,0,2026-05-27T21:43:09.804,16268.3006865,16268.4550315,0.15434499999901163,41045.38282809172,False,-0.03,-0.0299059839,-5.717451e-07,52306.49794812409,0.03,0.030057692,8.891665e-07,33804.345980196056
0.03,1,1,2026-05-27T21:43:09.955,16268.4550862,16268.6061866,0.1511004000003595,43533.3920000534,False,-0.03,-0.0298860826,-1.233551e-06,24227.683006215386,0.03,0.0301157391,1.447432e-07,208063.23958569384
