nplc,samples,elapsed_s,wall_elapsed_s,mean_ohm,std_ohm,rms_about_mean_ohm,sem_ohm,sample_rate_hz,negative_mean_ohm,positive_mean_ohm,compliance_hits
0.01,30,5.047644600001149,5.0477046000014525,43185.63035218115,27497.00851522053,27034.841002736448,5020.243942565972,5.9433661395243975,53031.92226311796,45937.62330594613,0
0.03,31,5.055581399999937,5.055641799999648,37191.77302483069,12271.525442224653,12071.97514423654,2204.031033380011,6.131836785379498,40112.12239408524,44208.47272328415,0
0.1,30,5.050460499998735,5.050517499999842,32857.9169799191,9622.66079851636,9460.92388803511,1756.8494608560281,5.940052397203684,37487.59238501374,33052.92127481872,0
0.3,31,5.1504297999999835,5.150486799999271,34668.13042433379,7574.635711042488,7451.462693930125,1360.444734624581,6.018915159274688,36331.19847976605,35305.48916812441,0
1.0,23,5.1805841000004875,5.180642000001171,35212.765703677396,191.78148776560303,187.56599523679998,39.98920454843877,4.439653822046405,34760.649363489334,35674.72718748637,0
3.0,8,5.054545400000279,5.054601300000286,35235.974365035734,43.60215272781066,40.786079208314575,15.415688934083219,1.5827338300294143,34771.9913719756,35708.75067216955,0
10.0,3,5.23002649999944,5.2300841999986005,35214.1358477902,5.238463128880718,4.277187234047064,3.0244280975992117,0.5736108602892015,34736.28271729333,35701.28198344901,0
