nplc,samples,elapsed_s,wall_elapsed_s,mean_ohm,std_ohm,rms_about_mean_ohm,sem_ohm,sample_rate_hz,negative_mean_ohm,positive_mean_ohm,compliance_hits
0.1,364,60.303566700000374,60.30383489999804,37044.59508239185,9716.827182169176,9703.470712375114,509.3001298057656,6.036127213019355,38184.232091849015,45470.53445653176,0
0.3,369,60.34342099999776,60.343689799996355,38687.36590559152,11584.820388780548,11569.112150519908,603.0816603065607,6.1149996782584415,38419.103537035975,40733.86016103443,0
0.7,320,60.52473509999618,60.525045900001714,35388.9090722117,2935.960006688139,2931.3689796312733,164.1251538543854,5.287094598122747,34372.92483696804,37219.59867839228,0
1.0,270,60.89550899999813,60.89580179999757,35217.984469530966,217.25512339517832,216.85242587863473,13.221725757456392,4.433824504201259,33962.09213479277,36622.745956209474,0
2.0,155,61.39749920000759,61.397770200001105,35236.903856576115,86.45265814578944,86.17332734080664,6.944044605769815,2.5245327907424095,34287.56096507637,36277.1810990981,0
3.0,100,62.43738270000176,62.4376616000045,35234.440180497004,62.83149354521281,62.516546732132426,6.283149354521281,1.6016046105019899,33984.76774770124,36631.74064610193,0
5.0,65,61.18622979999418,61.186512900003436,35213.674891033224,55.2287410858341,54.802257938220365,6.850282242277546,1.0623305311092428,33959.2780009665,36616.83072628987,0
7.0,50,63.470125499999995,63.47047480000401,35224.374305761696,51.1763513673485,50.6620031235326,7.237429017647513,0.7877721937071009,33967.66818475641,36630.439456581,0
10.0,35,60.87958009999784,60.87990010000067,35211.67483983872,46.08621812259277,45.42307249740842,7.789992666131149,0.5749054106896057,33954.87223154026,36616.91879377995,0
