nplc,round,sample_index,sample_wall_time,sample_started_s,sample_ended_s,sample_elapsed_s,differential_resistance_ohm,compliance_hit,negative_source_voltage_v,negative_measured_voltage_v,negative_current_a,negative_resistance_ohm,positive_source_voltage_v,positive_measured_voltage_v,positive_current_a,positive_resistance_ohm
0.3,1,28,2026-05-27T21:38:33.887,15992.3740084,15992.5374744,0.16346599999997125,33612.73114929642,False,-0.03,-0.0298795248,-5.909334e-07,50563.26956641815,0.03,0.0301251632,1.194244e-06,25225.300022440973
0.3,1,29,2026-05-27T21:38:34.074,15992.5375464,15992.7242166,0.1866701999988436,36265.71591455949,False,-0.03,-0.029875396,-9.859157e-07,30302.18100797056,0.03,0.0301183722,6.683676e-07,45062.58561905155
0.3,1,30,2026-05-27T21:38:34.236,15992.7242781,15992.8868056,0.1625274999987596,53998.50503205077,False,-0.03,-0.0298811952,-6.19122e-07,48263.823931309176,0.03,0.0301180287,4.920055e-07,61214.82117577954
1.0,1,0,2026-05-27T21:38:36.004,15994.4368127,15994.6551618,0.21834909999961383,35419.9222121596,False,-0.03,-0.029877111,-8.605181e-07,34719.91001700023,0.03,0.0301184992,8.333199e-07,36142.78166164039
1.0,1,1,2026-05-27T21:38:36.218,15994.655218,15994.8695665,0.2143484999996872,35061.97011603297,False,-0.03,-0.0298754945,-8.61907e-07,34662.085932705035,0.03,0.030122966,8.493049e-07,35467.787834498544
1.0,1,2,2026-05-27T21:38:36.437,15994.8696252,15995.0876862,0.2180609999995795,35298.54086226909,False,-0.03,-0.0298784309,-8.651034e-07,34537.4100945621,0.03,0.0301210052,8.346676e-07,36087.42594057802
1.0,1,3,2026-05-27T21:38:36.661,15995.0877412,15995.3115349,0.22379369999907794,34925.59906993308,False,-0.03,-0.0298792105,-8.736004e-07,34202.37731118255,0.03,0.0301224064,8.443835e-07,35673.84535581285
1.0,1,4,2026-05-27T21:38:36.895,15995.311589,15995.5454952,0.23390619999918272,35257.84256093054,False,-0.03,-0.0298761402,-8.604341e-07,34722.17128540117,0.03,0.0301193839,8.41188e-07,35805.769816022104
1.0,1,5,2026-05-27T21:38:37.119,15995.5455587,15995.7699714,0.2244126999994478,34919.4640305915,False,-0.03,-0.0298766498,-8.663654e-07,34485.04499371743,0.03,0.0301202378,8.517849e-07,35361.319272036875
1.0,1,6,2026-05-27T21:38:37.346,15995.7700265,15995.9966562,0.22662970000055793,35382.889577815775,False,-0.03,-0.0298759611,-8.537036e-07,34995.70705804684,0.03,0.030120979,8.419448e-07,35775.47958013399
1.0,1,7,2026-05-27T21:38:37.570,15995.9967079,15996.2203719,0.2236640000010084,35201.270397106025,False,-0.03,-0.0298770276,-8.563961e-07,34886.926271616605,0.03,0.0301198839,8.480001e-07,35518.72682562184
1.0,1,8,2026-05-27T21:38:37.795,15996.2204288,15996.4459218,0.2254929999999149,35341.76869377907,False,-0.03,-0.0298767215,-8.498354e-07,35155.89195272402,0.03,0.0301233703,8.478751e-07,35528.075184658686
1.0,1,9,2026-05-27T21:38:38.022,15996.4459843,15996.6728999,0.22691560000021127,35525.64229564082,False,-0.03,-0.0298759707,-8.47395e-07,35256.250862938774,0.03,0.0301224233,8.414807e-07,35796.92713094905
1.0,1,10,2026-05-27T21:38:38.246,15996.6729548,15996.897491,0.2245361999994202,35405.63648282037,False,-0.03,-0.0298773433,-8.508438e-07,35114.9568228622,0.03,0.0301193913,8.437094e-07,35698.774127679506
1.0,1,11,2026-05-27T21:38:38.481,15996.897552,15997.1317254,0.2341734000001452,34951.4063062131,False,-0.03,-0.0298781897,-8.700257e-07,34341.73231894184,0.03,0.0301222464,8.466559e-07,35577.90880569072
1.0,1,12,2026-05-27T21:38:38.706,15997.1317793,15997.356992,0.22521270000106597,35236.24843078149,False,-0.03,-0.0298780668,-8.633791e-07,34605.96486526023,0.03,0.0301207512,8.393793e-07,35884.55326453726
1.0,1,13,2026-05-27T21:38:38.931,15997.3570478,15997.5823741,0.22532630000023346,34994.761946979044,False,-0.03,-0.0298784781,-8.64599e-07,34557.61352950906,0.03,0.0301197613,8.49893e-07,35439.47449855452
1.0,1,14,2026-05-27T21:38:39.158,15997.582426,15997.8088022,0.22637619999841263,35240.03193488132,False,-0.03,-0.0298779616,-8.553882e-07,34929.12527902536,0.03,0.0301213538,8.472015e-07,35553.94295217844
1.0,1,15,2026-05-27T21:38:39.383,15997.8088561,15998.0349173,0.22606119999909424,35388.79868707952,False,-0.03,-0.0298773399,-8.510132e-07,35107.96295521621,0.03,0.0301206843,8.443827e-07,35671.83967648792
1.0,1,16,2026-05-27T21:38:39.610,15998.0349792,15998.2607794,0.2258001999998669,35492.33634041369,False,-0.03,-0.0298753456,-8.527375e-07,35034.63328398247,0.03,0.0301220568,8.376951e-07,35958.25832095712
1.0,1,17,2026-05-27T21:38:39.836,15998.2608478,15998.4865958,0.22574799999893003,35149.198328847306,False,-0.03,-0.029876436,-8.582502e-07,34810.86983725725,0.03,0.0301220329,8.487153e-07,35491.32777505013
1.0,1,18,2026-05-27T21:38:40.062,15998.4866511,15998.7127364,0.2260853000007046,35293.77451499429,False,-0.03,-0.0298782581,-8.624539e-07,34643.31032649977,0.03,0.0301204527,8.375261e-07,35963.59886575475
1.0,1,19,2026-05-27T21:38:40.287,15998.7128048,15998.9387412,0.22593640000013693,34865.60994089062,False,-0.03,-0.0298782273,-8.724228e-07,34247.41684880313,0.03,0.0301200414,8.48421e-07,35501.29169362851
1.0,1,20,2026-05-27T21:38:40.515,15998.9388148,15999.1659035,0.22708869999951276,35055.21286542956,False,-0.03,-0.0298782082,-8.57027e-07,34862.62183105083,0.03,0.0301218875,8.545614e-07,35248.35956784381
1.0,1,21,2026-05-27T21:38:40.741,15999.165957,15999.3916549,0.22569790000125067,35262.76771789175,False,-0.03,-0.0298784808,-8.571955e-07,34856.0868553323,0.03,0.0301238196,8.443811e-07,35675.620404104266
1.0,1,22,2026-05-27T21:38:40.967,15999.39171,15999.6173968,0.2256868000004033,35222.91787109958,False,-0.03,-0.0298785047,-8.595938e-07,34758.86482661927,0.03,0.0301212562,8.438358e-07,35695.63675776733
3.0,1,0,2026-05-27T21:38:44.072,16002.0926232,16002.7223069,0.6296836999990774,35164.25203193043,False,-0.03,-0.0298773698,-8.621456e-07,34654.66830660622,0.03,0.0301210937,8.44089e-07,35684.736680610695
3.0,1,1,2026-05-27T21:38:44.710,16002.7223747,16003.3605587,0.6381839999994554,35254.70224906472,False,-0.03,-0.029877483,-8.577703e-07,34831.56621300597,0.03,0.0301205628,8.440749e-07,35684.70381005287
3.0,1,2,2026-05-27T21:38:45.346,16003.3606119,16003.9966604,0.6360485000004701,35254.511636488416,False,-0.03,-0.0298783104,-8.597896e-07,34750.72320018758,0.03,0.0301209199,8.420984e-07,35768.883897653766
3.0,1,3,2026-05-27T21:38:45.974,16003.9967143,16004.6243665,0.627652200000739,35226.33431414585,False,-0.03,-0.0298781812,-8.602105e-07,34733.569515833624,0.03,0.0301209917,8.430372e-07,35729.13710094881
3.0,1,4,2026-05-27T21:38:46.610,16004.6244223,16005.2606716,0.6362492999996903,35275.882967414196,False,-0.03,-0.0298778273,-8.557236e-07,34915.27790048095,0.03,0.0301206538,8.451121e-07,35641.01590783045
3.0,1,5,2026-05-27T21:38:47.234,16005.2607265,16005.8850956,0.6243690999999671,35182.75322792786,False,-0.03,-0.029878186,-8.606732e-07,34714.902241640615,0.03,0.0301207574,8.446778e-07,35659.46376239556
3.0,1,6,2026-05-27T21:38:47.860,16005.8851551,16006.510317,0.6251618999995117,35239.14965695728,False,-0.03,-0.0298786833,-8.598882e-07,34747.17213237721,0.03,0.0301205677,8.427423e-07,35741.13664402511
3.0,1,7,2026-05-27T21:38:48.497,16006.5103849,16007.1471686,0.6367836999997962,35290.20883635712,False,-0.03,-0.0298779022,-8.578689e-07,34828.05146567267,0.03,0.030120217,8.422661e-07,35760.927573839195
10.0,1,0,2026-05-27T21:38:55.536,16012.4449852,16014.1868627,1.7418775000005553,35210.20473352939,False,-0.03,-0.0298761625,-8.60329e-07,34726.43895532988,0.03,0.0301211778,8.436469e-07,35703.536396565905
10.0,1,1,2026-05-27T21:38:57.280,16014.1869192,16015.9314675,1.7445483000010427,35220.0827679352,False,-0.03,-0.0298772462,-8.598831e-07,34745.70694551387,0.03,0.0301213658,8.43651e-07,35703.5857244287
10.0,1,2,2026-05-27T21:38:59.024,16015.9315226,16017.6750117,1.7434890999993513,35212.12004190601,False,-0.03,-0.0298772495,-8.601061e-07,34736.70225103624,0.03,0.0301209741,8.438022e-07,35696.72382935242
