nplc,round,sample_index,sample_wall_time,sample_started_s,sample_ended_s,sample_elapsed_s,differential_resistance_ohm,compliance_hit,negative_source_voltage_v,negative_measured_voltage_v,negative_current_a,negative_resistance_ohm,positive_source_voltage_v,positive_measured_voltage_v,positive_current_a,positive_resistance_ohm
0.3,1,1,2026-05-27T21:38:29.410,15987.8986229,15988.0605977,0.1619747999993706,35789.32062695207,False,-0.03,-0.0298823285,-9.643182e-07,30988.037454856705,0.03,0.0301158907,7.121098e-07,42291.077443394264
0.3,1,2,2026-05-27T21:38:29.591,15988.0606667,15988.2421152,0.18144850000135193,37700.2849777658,False,-0.03,-0.0298782137,-5.268604e-07,56709.92486814344,0.03,0.0301188643,1.064562e-06,28292.259445668737
0.3,1,3,2026-05-27T21:38:29.746,15988.2421678,15988.3965897,0.15442190000067058,38535.69592103321,False,-0.03,-0.0298768428,-6.248682e-07,47813.03129203887,0.03,0.0301212396,9.3208e-07,32316.152690756157
0.3,1,4,2026-05-27T21:38:29.907,15988.3966535,15988.5583379,0.16168440000001283,30355.429130134995,False,-0.03,-0.029876779,-1.131029e-06,26415.572898661307,0.03,0.0301239656,8.455777e-07,35625.30752644021
0.3,1,5,2026-05-27T21:38:30.069,15988.5583946,15988.7196663,0.16127169999890612,31577.571961296442,False,-0.03,-0.0298773529,-1.000351e-06,29866.86962876031,0.03,0.0301213664,8.996912e-07,33479.67213639524
0.3,1,6,2026-05-27T21:38:30.229,15988.7197219,15988.8804761,0.16075419999833684,39311.48297890965,False,-0.03,-0.0298750628,-8.521532e-07,35058.323784971995,0.03,0.0301249215,6.74118e-07,44687.90552989239
0.3,1,7,2026-05-27T21:38:30.420,15988.8805383,15989.0708871,0.19034880000072008,28437.16761888713,False,-0.03,-0.0298786179,-9.244976e-07,32318.76199570448,0.03,0.0301292259,1.185693e-06,25410.646685103144
0.3,1,8,2026-05-27T21:38:30.585,15989.0709555,15989.2354552,0.1644997000003059,29172.87987077085,False,-0.03,-0.0298761947,-8.94495e-07,33400.06897746773,0.03,0.0301178911,1.162007e-06,25918.855135984548
0.3,1,9,2026-05-27T21:38:30.747,15989.2355086,15989.3978094,0.1623007999987749,25406.296419878763,False,-0.03,-0.0298758656,-1.203383e-06,24826.564443739026,0.03,0.0301235424,1.158213e-06,26008.637789422155
0.3,1,10,2026-05-27T21:38:30.908,15989.3978732,15989.5592908,0.16141760000027716,29479.698839680346,False,-0.03,-0.0298854309,-1.119814e-06,26687.852536224764,0.03,0.0301240366,9.158061e-07,32893.465767480695
0.3,1,11,2026-05-27T21:38:31.069,15989.5593447,15989.7193604,0.16001570000116772,37924.066523867594,False,-0.03,-0.0298847932,-9.74414e-07,30669.50310648246,0.03,0.0301195409,6.078091e-07,49554.277650663666
0.3,1,12,2026-05-27T21:38:31.260,15989.7194292,15989.9110299,0.19160069999998086,32757.5262289672,False,-0.03,-0.0298747178,-6.400114e-07,46678.415103230975,0.03,0.0301190012,1.191437e-06,25279.558382021038
0.3,1,13,2026-05-27T21:38:31.421,15989.9110853,15990.0720069,0.16092159999971045,28508.7558438378,False,-0.03,-0.0298784186,-9.382407e-07,31845.152954886737,0.03,0.0301207868,1.166348e-06,25824.871136230355
0.3,1,14,2026-05-27T21:38:31.582,15990.0720724,15990.2322825,0.16021009999894886,28978.895269284916,False,-0.03,-0.0298828186,-9.632003e-07,31024.51130881085,0.03,0.0301187462,1.107326e-06,27199.52949718511
0.3,1,15,2026-05-27T21:38:31.746,15990.2323361,15990.3961704,0.1638342999995075,27166.012486547006,False,-0.03,-0.0298770316,-1.04185e-06,28676.903201036617,0.03,0.0301222854,1.166767e-06,25816.881519617888
0.3,1,16,2026-05-27T21:38:31.942,15990.3962209,15990.5925359,0.19631499999923108,39558.7756629918,False,-0.03,-0.0298808902,-5.236355e-07,57064.294151179594,0.03,0.0301235934,9.932083e-07,30329.58282769083
0.3,1,17,2026-05-27T21:38:32.102,15990.5925908,15990.7530376,0.16044679999868094,27551.972357107596,False,-0.03,-0.0298764901,-1.023069e-06,29202.81046537428,0.03,0.0301255065,1.154706e-06,26089.33053088838
0.3,1,18,2026-05-27T21:38:32.263,15990.7530925,15990.914092,0.16099950000170793,25852.985492009186,False,-0.03,-0.0298786264,-1.118693e-06,26708.512880656268,0.03,0.0301207238,1.202097e-06,25056.816380042543
0.3,1,19,2026-05-27T21:38:32.417,15990.9141452,15991.0680345,0.1538892999997188,31889.96835391236,False,-0.03,-0.0298820832,-1.132433e-06,26387.50654564111,0.03,0.0301207929,7.491266e-07,40207.88061724146
0.3,1,20,2026-05-27T21:38:32.570,15991.0680904,15991.221826,0.15373560000080033,51452.2171748388,False,-0.03,-0.0298801064,-5.289626e-07,56488.126759812505,0.03,0.0301310276,6.373843e-07,47272.936594139515
0.3,1,21,2026-05-27T21:38:32.731,15991.2218816,15991.3828026,0.16092099999877973,42988.63363427916,False,-0.03,-0.0298775238,-7.983048e-07,37426.21089087777,0.03,0.0301174133,5.972952e-07,50422.995697939645
0.3,1,22,2026-05-27T21:38:32.895,15991.382859,15991.5461352,0.16327620000083698,51979.20622636598,False,-0.03,-0.029872566,-6.551506e-07,45596.48728093968,0.03,0.0301199002,4.990122e-07,60359.04573074566
0.3,1,23,2026-05-27T21:38:33.084,15991.5461924,15991.7350833,0.18889090000084252,34662.384089768886,False,-0.03,-0.0298745459,-8.138746e-07,36706.571135160135,0.03,0.0301243633,9.17077e-07,32848.23771613507
0.3,1,24,2026-05-27T21:38:33.238,15991.7351394,15991.8888356,0.15369620000092254,31513.398691969494,False,-0.03,-0.0298805399,-1.183889e-06,25239.308668295762,0.03,0.0301250648,7.202409e-07,41826.37337035428
0.3,1,25,2026-05-27T21:38:33.400,15991.888891,15992.0510529,0.1621618999997736,41202.64984402989,False,-0.03,-0.0298827557,-5.655593e-07,52837.52861989892,0.03,0.0301314254,8.910019e-07,33817.464811242266
0.3,1,26,2026-05-27T21:38:33.562,15992.0511062,15992.213224,0.1621177999986685,34234.40101489157,False,-0.03,-0.029870688,-8.063036e-07,37046.45247770195,0.03,0.0301265342,9.462383e-07,31838.210522655867
0.3,1,27,2026-05-27T21:38:33.723,15992.2133314,15992.3739535,0.1606221000001824,26871.066198126282,False,-0.03,-0.02986996,-1.064435e-06,28061.798043093284,0.03,0.0301187548,1.16803e-06,25785.942826810955
