nplc,pairs,elapsed_s,pairs_per_s,raw_mean_ohm,raw_std_ohm,raw_sem_ohm
0.1,60,7.1137165000000095,8.434409777224031,15379.339614626086,1480.813953950412,191.17225941605008
0.3,60,7.380165500000658,8.129898983971925,15196.591898927145,1206.8824262482108,155.80785125632403
1.0,60,10.150302900000497,5.911153646458872,15111.237995838012,11.048060068082105,1.4262984217193724
2.0,60,17.10253829999965,3.5082511699448276,14782.097074460995,276.40020207807123,35.683112651224484
3.0,60,35.82768969999961,1.67468236167069,15169.62862971698,14.728091386545529,1.9013884220503912
5.0,60,54.964226600000075,1.091619107763447,15091.930450868324,32.04830989442999,4.137419016507391
