nplc,pair,elapsed_s_total,source_v_neg,current_neg_a,voltage_neg_v,source_v_pos,current_pos_a,voltage_pos_v,delta_v,delta_i,differential_resistance_ohm
10.0,48,102.83848469999975,-0.03,-1.988208e-06,-0.0298991655,0.03,1.991443e-06,0.0301349411,0.0600341066,3.9796509999999995e-06,15085.269185664774
10.0,49,102.83848469999975,-0.03,-1.987579e-06,-0.0298988302,0.03,1.991461e-06,0.0301362046,0.0600350348,3.97904e-06,15087.81887088343
10.0,50,102.83848469999975,-0.03,-1.987724e-06,-0.0298982506,0.03,1.991539e-06,0.0301367124,0.060034963,3.979263e-06,15086.955298003675
10.0,51,102.83848469999975,-0.03,-1.987833e-06,-0.0298985411,0.03,1.991263e-06,0.030136754,0.0600352951,3.979096e-06,15087.671948603402
10.0,52,102.83848469999975,-0.03,-1.9877e-06,-0.0298973034,0.03,1.991765e-06,0.0301365121,0.0600338155,3.979465e-06,15085.901119874154
10.0,53,102.83848469999975,-0.03,-1.987638e-06,-0.0298975354,0.03,1.991282e-06,0.0301358511,0.0600333865,3.97892e-06,15087.859645330895
10.0,54,102.83848469999975,-0.03,-1.987812e-06,-0.0298976449,0.03,1.992285e-06,0.0301361276,0.0600337725,3.980097e-06,15083.494824372368
10.0,55,102.83848469999975,-0.03,-1.987938e-06,-0.0298982819,0.03,1.991465e-06,0.0301357263,0.0600340082,3.979402999999999e-06,15086.184585979358
10.0,56,102.83848469999975,-0.03,-1.988064e-06,-0.0298978386,0.03,1.992054e-06,0.0301353883,0.0600332269,3.980118e-06,15083.278159089754
10.0,57,102.83848469999975,-0.03,-1.987001e-06,-0.0298967386,0.03,1.991029e-06,0.0301354734,0.060032212,3.97803e-06,15090.939987883448
10.0,58,102.83848469999975,-0.03,-1.986383e-06,-0.0298982384,0.03,1.990084e-06,0.0301353635,0.0600336019,3.976467e-06,15097.221201634517
10.0,59,102.83848469999975,-0.03,-1.986112e-06,-0.0298990523,0.03,1.989648e-06,0.0301349158,0.0600339681,3.97576e-06,15099.99801295853
