pair,source_v_neg,current_neg_a,voltage_neg_v,source_v_pos,current_pos_a,voltage_pos_v,delta_v,delta_i,differential_resistance_ohm,abs_step_ohm
178,-0.03,-8.511371e-07,-0.0298997563,0.03,8.639626e-07,0.0301343467,0.060034103,1.7150997e-06,35003.272987570344,112.90175608523714
179,-0.03,-8.57042e-07,-0.0298989863,0.03,8.614927e-07,0.0301347771,0.060033763399999995,1.7185347e-06,34933.11098111664,70.16200645370554
180,-0.03,-8.497821e-07,-0.029900775,0.03,8.589154e-07,0.030136078,0.060036853,1.7086975e-06,35136.033733296856,202.92275218021678
181,-0.03,-8.550302e-07,-0.0298989194,0.03,8.756789e-07,0.0301361019,0.060035021300000005,1.7307091000000002e-06,34688.106337454396,447.9273958424601
182,-0.03,-8.549072e-07,-0.0298998998,0.03,8.738895e-07,0.0301345715,0.0600344713,1.7287967000000002e-06,34726.16028246699,38.05394501259434
183,-0.03,-8.497938e-07,-0.0298995985,0.03,8.675347e-07,0.0301345954,0.0600341939,1.7173285e-06,34957.89762995257,231.73734748557763
184,-0.03,-8.453048e-07,-0.0299006076,0.03,8.659836e-07,0.0301345476,0.060035155199999996,1.7112883999999999e-06,35081.84546801112,123.94783805854968
185,-0.03,-8.645859e-07,-0.0299002776,0.03,8.58576e-07,0.0301346145,0.0600348921,1.7231619000000001e-06,34839.9602498175,241.8852181936163
186,-0.03,-8.52931e-07,-0.0299000241,0.03,8.699952e-07,0.0301357671,0.060035791199999994,1.7229262e-06,34845.24827586927,5.28802605177043
187,-0.03,-8.566598e-07,-0.0299006171,0.03,8.568701e-07,0.0301362406,0.0600368577,1.7135298999999998e-06,35036.94782332074,191.6995474514697
188,-0.03,-8.606545e-07,-0.0298986229,0.03,8.616855e-07,0.030132979,0.0600316019,1.7223399999999998e-06,34854.675557671544,182.27226564919692
189,-0.03,-8.602573e-07,-0.0298996607,0.03,8.684863e-07,0.0301344041,0.0600340648,1.7287435999999998e-06,34726.99178756179,127.68377010975382
190,-0.03,-8.579196e-07,-0.0298987329,0.03,8.606454e-07,0.0301343372,0.0600330701,1.718565e-06,34932.09165786572,205.0998703039295
191,-0.03,-8.622401e-07,-0.0299001628,0.03,8.585012e-07,0.0301340406,0.0600342034,1.7207413e-06,34888.57005989221,43.521597973507596
192,-0.03,-8.734818e-07,-0.0299010093,0.03,8.681878e-07,0.030132582,0.0600335913,1.7416696e-06,34468.98958332855,419.580476563664
193,-0.03,-8.621858e-07,-0.0298988668,0.03,8.576601e-07,0.0301361736,0.0600350404,1.7198459e-06,34907.220699249854,438.2311159213059
194,-0.03,-8.483373e-07,-0.0299014971,0.03,8.629263e-07,0.030134208,0.0600357051,1.7112636000000001e-06,35082.675223150894,175.45452390104037
195,-0.03,-8.465179e-07,-0.0299009184,0.03,8.641709e-07,0.0301344902,0.0600354086,1.7106888e-06,35094.28985564177,11.61463249087683
196,-0.03,-8.545136e-07,-0.0299007271,0.03,8.709426e-07,0.0301336868,0.0600344139,1.7254562000000002e-06,34793.357200258106,300.9326553836654
197,-0.03,-8.62432e-07,-0.0299019658,0.03,8.72224e-07,0.0301336389,0.060035604699999995,1.7346560000000002e-06,34609.51606543314,183.84113482496468
198,-0.03,-8.591044e-07,-0.0299017506,0.03,8.626131e-07,0.0301358054,0.060037556,1.7217175e-06,34870.73576240004,261.2196969669021
199,-0.03,-8.32663e-07,-0.0299000193,0.03,8.715199e-07,0.0301350497,0.060035068999999996,1.7041829e-06,35228.06677616587,357.33101376582636
200,-0.03,-8.336468e-07,-0.029898226,0.03,8.55681e-07,0.0301347771,0.060033003099999996,1.6893278000000001e-06,35536.62178530418,308.555009138312
201,-0.03,-8.329784e-07,-0.0299007941,0.03,8.611229e-07,0.0301347437,0.0600355378,1.6941013e-06,35437.98579223096,98.63599307322147
202,-0.03,-8.337233e-07,-0.0298977334,0.03,8.751938e-07,0.0301355997,0.0600333331,1.7089171e-06,35129.458942157,308.5268500739621
203,-0.03,-8.423413e-07,-0.0298984555,0.03,8.73045e-07,0.0301357384,0.060034193900000005,1.7153863e-06,34997.47776929314,131.98117286385968
204,-0.03,-8.333683e-07,-0.0299003254,0.03,8.706917e-07,0.0301354467,0.060035772099999996,1.70406e-06,35231.0200931892,233.54232389606477
205,-0.03,-8.343131e-07,-0.0299019992,0.03,8.725e-07,0.0301340454,0.060036044600000005,1.7068131e-06,35174.35189593987,56.66819724933157
206,-0.03,-8.309803e-07,-0.0298993068,0.03,8.700429e-07,0.030132209,0.060031515800000004,1.7010232e-06,35291.41507299842,117.06317705854599
207,-0.03,-8.31241e-07,-0.0298999436,0.03,8.678256e-07,0.0301341608,0.060034104399999996,1.6990666e-06,35333.579272289855,42.1641992914374
208,-0.03,-8.365267e-07,-0.0298996423,0.03,8.662953e-07,0.0301350312,0.060034673499999996,1.702822e-06,35255.988881985315,77.59039030454005
209,-0.03,-8.198885e-07,-0.0299011775,0.03,8.660807e-07,0.030136485,0.060037662500000005,1.6859692000000001e-06,35610.17751688465,354.18863489933574
210,-0.03,-8.354628e-07,-0.0299013927,0.03,8.870376e-07,0.0301330608,0.0600344535,1.7225004e-06,34853.085375190625,757.0921416940255
211,-0.03,-8.336938e-07,-0.0298995754,0.03,8.708184e-07,0.0301335343,0.060033109700000004,1.7045122000000002e-06,35220.111478228195,367.02610303756956
212,-0.03,-8.341572e-07,-0.0299004936,0.03,8.684853e-07,0.0301345099,0.0600350035,1.7026425e-06,35259.89953851146,39.78806028326653
213,-0.03,-8.323404e-07,-0.0299001062,0.03,8.631543e-07,0.0301339934,0.0600340996,1.6954947e-06,35408.01372012546,148.1141816140007
214,-0.03,-8.267411e-07,-0.0299010579,0.03,8.682028e-07,0.0301339934,0.0600350513,1.6949439e-06,35420.08163220034,12.067912074875494
215,-0.03,-8.262734e-07,-0.0299016701,0.03,8.669818e-07,0.0301336156,0.060035285699999996,1.6932552e-06,35455.544858211564,35.46322601122665
216,-0.03,-8.342803e-07,-0.0298991832,0.03,8.812643e-07,0.0301348399,0.0600340231,1.7155446e-06,34994.14885512157,461.3960030899907
217,-0.03,-8.483104e-07,-0.0299006897,0.03,8.76168e-07,0.0301335104,0.060034200100000004,1.7244784000000002e-06,34812.961472872026,181.18738224954723
218,-0.03,-8.430402e-07,-0.0298981981,0.03,8.859295e-07,0.0301355955,0.060033793599999996,1.7289697e-06,34722.2936295529,90.6678433191264
219,-0.03,-8.469939e-07,-0.0299022057,0.03,8.838188e-07,0.0301339886,0.0600361943,1.7308127e-06,34686.70775295328,35.58587659961631
220,-0.03,-8.565287e-07,-0.0299005175,0.03,8.832613e-07,0.0301339886,0.0600345061,1.73979e-06,34506.75432092379,179.95343202949152
221,-0.03,-8.460909e-07,-0.0299003071,0.03,8.840456e-07,0.030135232,0.0600355391,1.7301365e-06,34699.8858760566,193.131555132808
222,-0.03,-8.45574e-07,-0.0299016653,0.03,8.785581e-07,0.0301342325,0.0600358978,1.7241321000000001e-06,34820.938488413965,121.05261235736543
223,-0.03,-8.424305e-07,-0.0299000584,0.03,8.757689e-07,0.0301340316,0.06003409,1.7181993999999999e-06,34940.118125987006,119.17963757304096
224,-0.03,-8.236378e-07,-0.0299017083,0.03,8.777532e-07,0.0301359016,0.0600376099,1.701391e-06,35287.3677479192,347.2496219321911
225,-0.03,-8.346683e-07,-0.029899738,0.03,8.776573e-07,0.030134529,0.060034267,1.7123256e-06,35060.076775118,227.29097280119458
226,-0.03,-8.334907e-07,-0.0298998576,0.03,8.738024e-07,0.0301355046,0.0600353622,1.7072931000000001e-06,35164.06304225091,103.98626713291014
227,-0.03,-8.350338e-07,-0.0298996232,0.03,8.819812e-07,0.0301335821,0.0600332053,1.717015e-06,34963.70462692522,200.35841532569611
228,-0.03,-8.462081e-07,-0.0299011536,0.03,8.825751e-07,0.0301344334,0.060035587,1.7287832e-06,34727.07682490205,236.62780202316935
229,-0.03,-8.429586e-07,-0.029901474,0.03,8.881821e-07,0.0301347012,0.0600361752,1.7311407e-06,34680.12461378789,46.95221111415594
230,-0.03,-8.41841e-07,-0.0299004314,0.03,8.768136e-07,0.0301335151,0.060033946500000004,1.7186546e-06,34930.780448846446,250.65583505855466
231,-0.03,-8.34541e-07,-0.0299005988,0.03,8.764029e-07,0.0301340795,0.060034678300000005,1.7109439e-06,35088.630492209595,157.85004336314887
232,-0.03,-8.318674e-07,-0.0298998958,0.03,8.790631e-07,0.0301348207,0.0600347165,1.7109305e-06,35088.92763323817,0.29714102857542457
233,-0.03,-8.316457e-07,-0.0299014166,0.03,8.763743e-07,0.0301353133,0.0600367299,1.7080200000000001e-06,35149.898654582496,60.97102134432498
234,-0.03,-8.297591e-07,-0.0299026696,0.03,8.765557e-07,0.0301335964,0.060036266000000005,1.7063148e-06,35184.75371602005,34.85506143755629
235,-0.03,-8.405223e-07,-0.029898772,0.03,8.711573e-07,0.0301346964,0.0600334684,1.7116796000000002e-06,35072.842137044805,111.91157897524681
236,-0.03,-8.230627e-07,-0.029901517,0.03,8.690677e-07,0.0301345577,0.0600360747,1.6921304e-06,35479.579292470604,406.73715542579885
237,-0.03,-8.297658e-07,-0.0299003262,0.03,8.685174e-07,0.0301332904,0.0600336166,1.6982832e-06,35349.591045827925,129.98824664267886
238,-0.03,-8.323979e-07,-0.0299018279,0.03,8.791303e-07,0.0301345816,0.0600364095,1.7115281999999999e-06,35077.66304989892,271.927995929007
239,-0.03,-8.328349e-07,-0.0298996328,0.03,8.721736e-07,0.0301352751,0.060034907900000004,1.7050085000000001e-06,35210.91413913772,133.2510892388018
240,-0.03,-8.233836e-07,-0.0299021961,0.03,8.652918e-07,0.0301345912,0.060036787300000005,1.6886754000000002e-06,35552.59187171199,341.67773257427325
241,-0.03,-8.253658e-07,-0.0299013688,0.03,8.904487e-07,0.0301351172,0.060036486,1.7158145e-06,34990.079638562325,562.5122331496677
242,-0.03,-8.341881e-07,-0.0299020431,0.03,8.755976e-07,0.0301331804,0.0600352235,1.7097857e-06,35112.7182195991,122.63858103677194
243,-0.03,-8.332159e-07,-0.0299017944,0.03,8.798849e-07,0.0301340603,0.0600358547,1.7131008e-06,35045.13844135733,67.57977824176487
244,-0.03,-8.322276e-07,-0.0299001301,0.03,8.759016e-07,0.0301338403,0.0600339704,1.7081292e-06,35146.03602584628,100.89758448895009
245,-0.03,-8.322942e-07,-0.0299001397,0.03,8.844471e-07,0.0301356529,0.0600357926,1.7167413e-06,34970.785988547024,175.2500372992581
246,-0.03,-8.53499e-07,-0.0298994989,0.03,8.736553e-07,0.0301342277,0.060033726600000004,1.7271543e-06,34758.75120132579,212.0347872212369
247,-0.03,-8.33732e-07,-0.0299005988,0.03,8.698199e-07,0.0301350838,0.0600356826,1.7035519e-06,35241.47553121217,482.7243298863832
248,-0.03,-8.317492e-07,-0.0299006514,0.03,8.80063e-07,0.0301340077,0.0600346591,1.7118122e-06,35070.820911312585,170.65461989958567
249,-0.03,-8.388221e-07,-0.0298990445,0.03,8.725482e-07,0.0301347394,0.0600337839,1.7113703e-06,35079.365289908324,8.544378595739545
