nplc,pairs,elapsed_s,pairs_per_s,raw_mean_ohm,raw_std_ohm,raw_sem_ohm
10.0,60,102.83848469999975,0.5834391684691961,15109.757110108394,30.682844125956176,3.9611381438035442
