round,nplc,pair,t_s,pair_elapsed_s,source_v_neg,current_neg_a,voltage_neg_v,source_v_pos,current_pos_a,voltage_pos_v,delta_v,delta_i,differential_resistance_ohm
0,1.0,113,19.118410299999596,0.1821842999997898,-0.03,-2.008634e-06,-0.0298995887,0.03,2.062554e-06,0.0301348858,0.060034474500000004,4.071188e-06,14746.180844510252
0,1.0,114,19.280529800000295,0.1621160000004238,-0.03,-2.010009e-06,-0.0298992157,0.03,2.062593e-06,0.0301358805,0.0600350962,4.072601999999999e-06,14741.21365161634
0,1.0,115,19.44761749999998,0.16708120000021154,-0.03,-2.008293e-06,-0.0298984935,0.03,2.063005e-06,0.0301353066,0.06003380010000001,4.071298e-06,14745.616778727574
0,1.0,116,19.609811999999692,0.16219060000003083,-0.03,-2.009549e-06,-0.0298986848,0.03,2.062336e-06,0.0301350627,0.0600337475,4.071885e-06,14743.478143415152
0,1.0,117,19.78234749999956,0.17253149999942252,-0.03,-2.009241e-06,-0.0298999617,0.03,2.061553e-06,0.0301358088,0.0600357705,4.070794e-06,14747.926448746854
0,1.0,118,19.949873399999888,0.16752180000003136,-0.03,-2.008272e-06,-0.0298995887,0.03,2.062313e-06,0.0301338528,0.0600334415,4.070585e-06,14748.111512227357
0,1.0,119,20.11659150000014,0.16671099999985017,-0.03,-2.00889e-06,-0.0299005213,0.03,2.063372e-06,0.0301351488,0.0600356701,4.072262e-06,14742.585349370938
0,1.0,120,20.28351879999991,0.16692369999964285,-0.03,-2.009909e-06,-0.0298996843,0.03,2.06192e-06,0.0301351632,0.0600348475,4.071829e-06,14743.951059830853
0,1.0,121,20.448495200000252,0.1649729999999181,-0.03,-2.008495e-06,-0.0259627528,0.03,2.063779e-06,0.0301362392,0.056098992,4.0722740000000005e-06,13775.839248537794
0,1.0,122,20.61094419999972,0.162444399999913,-0.03,-2.008432e-06,-0.0298975705,0.03,2.063897e-06,0.0301365214,0.0600340919,4.072329e-06,14741.955254597553
0,1.0,123,20.778807300000153,0.16785880000043107,-0.03,-2.010439e-06,-0.0298980679,0.03,2.064045e-06,0.0301374778,0.0600355457,4.074483999999999e-06,14734.515020797728
0,1.0,124,20.9451052000004,0.1662941000004139,-0.03,-2.0087e-06,-0.0298984266,0.03,2.063258e-06,0.0301365453,0.0600349719,4.071957999999999e-06,14743.514520532875
0,1.0,125,21.112681599999632,0.1675679999998465,-0.03,-2.010031e-06,-0.0298975897,0.03,2.063573e-06,0.0301371287,0.060034718400000006,4.073604e-06,14737.494955327027
0,1.0,126,21.280451900000116,0.16776600000048347,-0.03,-2.008339e-06,-0.029897714,0.03,2.063528e-06,0.0301368179,0.0600345319,4.0718670000000005e-06,14743.735956994664
0,1.0,127,21.44254809999984,0.1620916000001671,-0.03,-2.009047e-06,-0.0298977905,0.03,2.063943e-06,0.0301362966,0.0600340871,4.07299e-06,14739.561624261292
0,1.0,128,21.616521799999646,0.1739686000000802,-0.03,-2.010388e-06,-0.0298982449,0.03,2.063121e-06,0.0301373005,0.0600355454,4.0735090000000005e-06,14738.04167365286
0,1.0,129,21.787147699999878,0.17062019999957556,-0.03,-2.009812e-06,-0.0298990237,0.03,2.063976e-06,0.0301355262,0.0600345499,4.073788e-06,14736.787947728255
0,1.0,130,21.949596999999812,0.1624452999994901,-0.03,-2.00877e-06,-0.0298975986,0.03,2.06341e-06,0.0301363105,0.0600339091,4.07218e-06,14742.449768919842
0,1.0,131,22.116324300000088,0.1667232999998305,-0.03,-2.00941e-06,-0.0298962882,0.03,2.06304e-06,0.0301362483,0.0600325365,4.07245e-06,14741.135311667422
0,1.0,132,22.28742659999989,0.17109739999978046,-0.03,-2.009077e-06,-0.0298967425,0.03,2.062786e-06,0.0301364588,0.060033201300000005,4.0718629999999995e-06,14743.423661355997
0,1.0,133,22.454384800000298,0.16695380000055593,-0.03,-2.0092e-06,-0.0298989233,0.03,2.063824e-06,0.0301346845,0.0600336078,4.0730240000000005e-06,14739.32090751245
0,1.0,134,22.620563100000254,0.1661738000002515,-0.03,-2.009781e-06,-0.0298976799,0.03,2.063736e-06,0.0301371426,0.0600348225,4.073517e-06,14737.835266183989
0,1.0,135,22.798647399999936,0.17807639999955427,-0.03,-2.009157e-06,-0.0298970438,0.03,2.062641e-06,0.0301355645,0.0600326083,4.071798e-06,14743.513381557728
0,1.0,136,22.970725199999833,0.172074000000066,-0.03,-2.009037e-06,-0.0298970916,0.03,2.063692e-06,0.0301369609,0.060034052500000004,4.072729e-06,14740.497710503203
0,1.0,137,23.135453300000336,0.16472340000018448,-0.03,-2.008535e-06,-0.0298971442,0.03,2.064115e-06,0.0301371522,0.0600342964,4.07265e-06,14740.843529397322
0,1.0,138,23.30567820000033,0.17022050000014133,-0.03,-2.009185e-06,-0.0298998415,0.03,2.06273e-06,0.0301371426,0.060036984099999996,4.071915e-06,14744.1643796592
0,1.0,139,23.469516199999816,0.16383279999990918,-0.03,-2.008518e-06,-0.0298989711,0.03,2.06354e-06,0.0301368892,0.0600358603,4.072058e-06,14743.370624878135
0,1.0,140,23.634240200000022,0.16472049999993033,-0.03,-2.008984e-06,-0.0298985646,0.03,2.063019e-06,0.0301357271,0.0600342917,4.072003e-06,14743.184545787417
0,1.0,141,23.799082700000326,0.16483830000015587,-0.03,-2.008319e-06,-0.0298986794,0.03,2.064407e-06,0.0301366596,0.060035339,4.072726e-06,14740.82445025764
0,1.0,142,23.974834599999667,0.1757436999996571,-0.03,-2.009788e-06,-0.02989823,0.03,2.063782e-06,0.0301359518,0.0600341818,4.07357e-06,14737.486234433189
0,1.0,143,24.13672510000015,0.16188690000035422,-0.03,-2.008197e-06,-0.0298969483,0.03,2.063758e-06,0.0301369561,0.060033904400000004,4.0719549999999995e-06,14743.26322368494
0,1.0,144,24.347487299999557,0.21075819999987289,-0.03,-2.008702e-06,-0.0298986173,0.03,2.064596e-06,0.0301360953,0.0600347126,4.073298e-06,14738.600662166136
0,1.0,145,24.512935200000356,0.16544040000007953,-0.03,-2.009104e-06,-0.0298997795,0.03,2.062317e-06,0.030136717,0.0600364965,4.0714210000000005e-06,14745.833579971217
0,1.0,146,24.688250600000174,0.1753116999998383,-0.03,-2.007916e-06,-0.0299000807,0.03,2.06256e-06,0.0301365831,0.0600366638,4.0704760000000004e-06,14749.298067351336
0,1.0,147,24.855679600000258,0.1674246000002313,-0.03,-2.008209e-06,-0.02989856,0.03,2.063068e-06,0.0301357797,0.0600343397,4.071277e-06,14745.82537616576
0,1.0,148,25.019636199999695,0.16395269999975426,-0.03,-2.008363e-06,-0.0298974122,0.03,2.064619e-06,0.0301376639,0.0600350761,4.0729820000000006e-06,14739.833394795261
0,1.0,149,25.182103899999674,0.1624564999992799,-0.03,-2.008802e-06,-0.0298974552,0.03,2.06396e-06,0.0301375491,0.0600350043,4.0727620000000004e-06,14740.611972906836
